cve,publicada,cvss,cvss_severidad,cvss_version,epss,epss_percentil,kev_fabricante,kev_producto,kev_fecha_agregada,kev_ransomware,explotada,cvss_banda,epss_alto,prioridad,riesgo_base,riesgo
CVE-2024-0172,2024-04-03,7.9,HIGH,3.1,0.00147,0.04388,,,,,False,Alta,False,4 - Seguimiento normal,0.0116,0.0116
CVE-2024-25046,2024-04-03,5.3,MEDIUM,3.1,0.00653,0.47543,,,,,False,Media,False,4 - Seguimiento normal,0.0346,0.0346
CVE-2023-52639,2024-04-03,4.7,MEDIUM,3.1,0.00175,0.07192,,,,,False,Media,False,4 - Seguimiento normal,0.0082,0.0082
CVE-2024-26722,2024-04-03,5.5,MEDIUM,3.1,0.00182,0.08009,,,,,False,Media,False,4 - Seguimiento normal,0.01,0.01
CVE-2023-52640,2024-04-03,7.1,HIGH,3.1,0.00244,0.15745,,,,,False,Alta,False,4 - Seguimiento normal,0.0173,0.0173
CVE-2024-30332,2024-04-03,7.8,HIGH,3.0,0.00914,0.56443,,,,,False,Alta,False,4 - Seguimiento normal,0.0713,0.0713
CVE-2024-2653,2024-04-03,8.2,HIGH,3.1,0.83244,0.99648,,,,,False,Alta,True,2 - Explotación probable,6.826,6.826
CVE-2024-26745,2024-04-04,4.4,MEDIUM,3.1,0.0022,0.126,,,,,False,Media,False,4 - Seguimiento normal,0.0097,0.0097
CVE-2024-30260,2024-04-04,3.9,LOW,3.1,0.00734,0.5064,,,,,False,Baja,False,4 - Seguimiento normal,0.0286,0.0286
CVE-2024-25007,2024-04-04,7.1,HIGH,3.1,0.00441,0.36098,,,,,False,Alta,False,4 - Seguimiento normal,0.0313,0.0313
CVE-2023-38709,2024-04-04,7.3,HIGH,3.1,0.03914,0.89211,,,,,False,Alta,False,4 - Seguimiento normal,0.2857,0.2857
CVE-2024-0081,2024-04-05,8.6,HIGH,3.1,0.00616,0.4592,,,,,False,Alta,False,4 - Seguimiento normal,0.053,0.053
CVE-2024-3361,2024-04-06,7.3,HIGH,3.1,0.00829,0.53757,,,,,False,Alta,False,4 - Seguimiento normal,0.0605,0.0605
CVE-2021-4438,2024-04-07,5.3,MEDIUM,3.1,0.0026,0.17658,,,,,False,Media,False,4 - Seguimiento normal,0.0138,0.0138
CVE-2024-30417,2024-04-07,7.5,HIGH,3.1,0.00428,0.35104,,,,,False,Alta,False,4 - Seguimiento normal,0.0321,0.0321
CVE-2024-31296,2024-04-07,4.3,MEDIUM,3.1,0.00318,0.24195,,,,,False,Media,False,4 - Seguimiento normal,0.0137,0.0137
CVE-2024-31951,2024-04-07,6.5,MEDIUM,3.1,0.0054,0.42207,,,,,False,Media,False,4 - Seguimiento normal,0.0351,0.0351
CVE-2023-52349,2024-04-08,4.4,MEDIUM,3.1,0.00083,0.00318,,,,,False,Media,False,4 - Seguimiento normal,0.0037,0.0037
CVE-2023-52359,2024-04-08,7.5,HIGH,3.1,0.0035,0.27582,,,,,False,Alta,False,4 - Seguimiento normal,0.0262,0.0262
CVE-2023-52546,2024-04-08,7.5,HIGH,3.1,0.00184,0.08254,,,,,False,Alta,False,4 - Seguimiento normal,0.0138,0.0138
CVE-2022-43216,2024-04-08,9.1,CRITICAL,3.1,0.0049,0.39345,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0446,0.0446
CVE-2024-3456,2024-04-08,6.3,MEDIUM,3.1,0.00765,0.51706,,,,,False,Media,False,4 - Seguimiento normal,0.0482,0.0482
CVE-2024-30686,2024-04-09,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-31366,2024-04-09,7.1,HIGH,3.1,0.00493,0.39498,,,,,False,Alta,False,4 - Seguimiento normal,0.035,0.035
CVE-2024-21755,2024-04-09,8.8,HIGH,3.1,0.0248,0.8289,,,,,False,Alta,False,4 - Seguimiento normal,0.2182,0.2182
CVE-2024-26210,2024-04-09,8.8,HIGH,3.1,0.01962,0.78254,,,,,False,Alta,False,4 - Seguimiento normal,0.1727,0.1727
CVE-2024-28930,2024-04-09,8.8,HIGH,3.1,0.02356,0.81974,,,,,False,Alta,False,4 - Seguimiento normal,0.2073,0.2073
CVE-2024-28931,2024-04-09,8.8,HIGH,3.1,0.02415,0.82413,,,,,False,Alta,False,4 - Seguimiento normal,0.2125,0.2125
CVE-2024-29046,2024-04-09,8.8,HIGH,3.1,0.02351,0.81925,,,,,False,Alta,False,4 - Seguimiento normal,0.2069,0.2069
CVE-2024-1352,2024-04-09,6.5,MEDIUM,3.1,0.00552,0.42823,,,,,False,Media,False,4 - Seguimiento normal,0.0359,0.0359
CVE-2024-2026,2024-04-09,6.4,MEDIUM,3.1,0.00501,0.3996,,,,,False,Media,False,4 - Seguimiento normal,0.0321,0.0321
CVE-2024-2789,2024-04-09,6.4,MEDIUM,3.1,0.00343,0.26799,,,,,False,Media,False,4 - Seguimiento normal,0.022,0.022
CVE-2024-2866,2024-04-09,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-3512,2024-04-09,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-1780,2024-04-10,6.1,MEDIUM,3.1,0.00585,0.44465,,,,,False,Media,False,4 - Seguimiento normal,0.0357,0.0357
CVE-2024-20778,2024-04-10,5.4,MEDIUM,3.1,0.00503,0.40124,,,,,False,Media,False,4 - Seguimiento normal,0.0272,0.0272
CVE-2024-3385,2024-04-10,7.5,HIGH,3.1,0.00909,0.56266,,,,,False,Alta,False,4 - Seguimiento normal,0.0682,0.0682
CVE-2024-29445,2024-04-10,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-27967,2024-04-11,4.3,MEDIUM,3.1,0.00227,0.13599,,,,,False,Media,False,4 - Seguimiento normal,0.0098,0.0098
CVE-2024-27990,2024-04-11,6.5,MEDIUM,3.1,0.0032,0.24329,,,,,False,Media,False,4 - Seguimiento normal,0.0208,0.0208
CVE-2024-29448,2024-04-11,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-29455,2024-04-11,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-30879,2024-04-11,6.1,MEDIUM,3.1,0.00439,0.35956,,,,,False,Media,False,4 - Seguimiento normal,0.0268,0.0268
CVE-2024-22717,2024-04-11,6.1,MEDIUM,3.1,0.0037,0.29585,,,,,False,Media,False,4 - Seguimiento normal,0.0226,0.0226
CVE-2023-44852,2024-04-12,8.2,HIGH,3.1,0.00619,0.46018,,,,,False,Alta,False,4 - Seguimiento normal,0.0508,0.0508
CVE-2023-44853,2024-04-12,4.8,MEDIUM,3.1,0.00304,0.22727,,,,,False,Media,False,4 - Seguimiento normal,0.0146,0.0146
CVE-2023-44854,2024-04-12,6.1,MEDIUM,3.1,0.00538,0.42093,,,,,False,Media,False,4 - Seguimiento normal,0.0328,0.0328
CVE-2024-31371,2024-04-12,4.3,MEDIUM,3.1,0.002,0.10098,,,,,False,Media,False,4 - Seguimiento normal,0.0086,0.0086
CVE-2024-26817,2024-04-13,5.5,MEDIUM,3.1,0.00754,0.51299,,,,,False,Media,False,4 - Seguimiento normal,0.0415,0.0415
CVE-2024-3721,2024-04-13,6.3,MEDIUM,3.1,0.86008,0.9971,,,,,False,Media,True,2 - Explotación probable,5.4185,5.4185
CVE-2024-3735,2024-04-13,6.3,MEDIUM,4.0,0.006,0.45138,,,,,False,Media,False,4 - Seguimiento normal,0.0378,0.0378
CVE-2024-32453,2024-04-15,5.9,MEDIUM,3.1,0.00335,0.26027,,,,,False,Media,False,4 - Seguimiento normal,0.0198,0.0198
CVE-2024-3780,2024-04-15,7.8,HIGH,3.1,0.00185,0.08388,,,,,False,Alta,False,4 - Seguimiento normal,0.0144,0.0144
CVE-2024-22014,2024-04-15,8.8,HIGH,3.1,0.00762,0.51594,,,,,False,Alta,False,4 - Seguimiento normal,0.0671,0.0671
CVE-2024-32634,2024-04-16,6.1,MEDIUM,3.1,0.00266,0.18373,,,,,False,Media,False,4 - Seguimiento normal,0.0162,0.0162
CVE-2024-32025,2024-04-16,9.1,CRITICAL,3.1,0.02494,0.82994,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.227,0.227
CVE-2024-3875,2024-04-16,8.8,HIGH,3.1,0.01641,0.73935,,,,,False,Alta,False,4 - Seguimiento normal,0.1444,0.1444
CVE-2024-21021,2024-04-16,6.1,MEDIUM,3.1,0.00395,0.32206,,,,,False,Media,False,4 - Seguimiento normal,0.0241,0.0241
CVE-2024-21035,2024-04-16,6.1,MEDIUM,3.1,0.00362,0.2884,,,,,False,Media,False,4 - Seguimiento normal,0.0221,0.0221
CVE-2024-27086,2024-04-16,3.9,LOW,3.1,0.00189,0.0884,,,,,False,Baja,False,4 - Seguimiento normal,0.0074,0.0074
CVE-2024-32543,2024-04-17,7.1,HIGH,3.1,0.00354,0.27966,,,,,False,Alta,False,4 - Seguimiento normal,0.0251,0.0251
CVE-2024-26833,2024-04-17,5.5,MEDIUM,3.1,0.00228,0.13716,,,,,False,Media,False,4 - Seguimiento normal,0.0125,0.0125
CVE-2023-51500,2024-04-17,7.7,HIGH,3.1,0.00472,0.3817,,,,,False,Alta,False,4 - Seguimiento normal,0.0363,0.0363
CVE-2024-26904,2024-04-17,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-26916,2024-04-17,5.5,MEDIUM,3.1,0.00171,0.06713,,,,,False,Media,False,4 - Seguimiento normal,0.0094,0.0094
CVE-2024-31040,2024-04-17,2.7,LOW,3.1,0.00576,0.4406,,,,,False,Baja,False,4 - Seguimiento normal,0.0156,0.0156
CVE-2024-32163,2024-04-17,6.4,MEDIUM,3.1,0.00322,0.24605,,,,,False,Media,False,4 - Seguimiento normal,0.0206,0.0206
CVE-2024-32745,2024-04-17,5.9,MEDIUM,3.1,0.00316,0.23926,,,,,False,Media,False,4 - Seguimiento normal,0.0186,0.0186
CVE-2024-2796,2024-04-18,9.3,CRITICAL,3.1,0.0044,0.36053,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0409,0.0409
CVE-2024-30922,2024-04-18,9.8,CRITICAL,3.1,0.01429,0.70236,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.14,0.14
CVE-2024-30928,2024-04-18,8.1,HIGH,3.1,0.00724,0.50242,,,,,False,Alta,False,4 - Seguimiento normal,0.0586,0.0586
CVE-2024-28722,2024-04-22,6.3,MEDIUM,3.1,0.00459,0.3739,,,,,False,Media,False,4 - Seguimiento normal,0.0289,0.0289
CVE-2024-32684,2024-04-22,5.3,MEDIUM,3.1,0.00385,0.31159,,,,,False,Media,False,4 - Seguimiento normal,0.0204,0.0204
CVE-2022-46897,2024-04-22,5.3,MEDIUM,3.1,0.00148,0.04496,,,,,False,Media,False,4 - Seguimiento normal,0.0078,0.0078
CVE-2024-31804,2024-04-23,6.7,MEDIUM,3.1,0.00677,0.48538,,,,,False,Media,False,4 - Seguimiento normal,0.0454,0.0454
CVE-2023-48938,2024-04-23,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-1743,2024-04-24,5.9,MEDIUM,3.1,0.00315,0.23841,,,,,False,Media,False,4 - Seguimiento normal,0.0186,0.0186
CVE-2024-32834,2024-04-24,5.9,MEDIUM,3.1,0.00339,0.26362,,,,,False,Media,False,4 - Seguimiento normal,0.02,0.02
CVE-2023-47504,2024-04-24,6.5,MEDIUM,3.1,0.01452,0.70678,,,,,False,Media,False,4 - Seguimiento normal,0.0944,0.0944
CVE-2024-4119,2024-04-24,8.8,HIGH,3.1,0.01684,0.7461,,,,,False,Alta,False,4 - Seguimiento normal,0.1482,0.1482
CVE-2024-20359,2024-04-24,6.0,MEDIUM,3.1,0.19434,0.97077,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),2024-04-24,Unknown,True,Media,True,1 - Explotada activamente,1.166,10.0
CVE-2024-3730,2024-04-25,5.4,MEDIUM,3.1,0.0034,0.26497,,,,,False,Media,False,4 - Seguimiento normal,0.0184,0.0184
CVE-2024-25569,2024-04-25,6.5,MEDIUM,3.1,0.01074,0.6147,,,,,False,Media,False,4 - Seguimiento normal,0.0698,0.0698
CVE-2024-2905,2024-04-25,6.2,MEDIUM,3.1,0.00328,0.25201,,,,,False,Media,False,4 - Seguimiento normal,0.0203,0.0203
CVE-2024-1789,2024-04-26,7.2,HIGH,3.1,0.00452,0.36916,,,,,False,Alta,False,4 - Seguimiento normal,0.0325,0.0325
CVE-2023-50364,2024-04-26,6.4,MEDIUM,3.1,0.00851,0.54437,,,,,False,Media,False,4 - Seguimiento normal,0.0545,0.0545
CVE-2024-33342,2024-04-26,7.5,HIGH,3.1,0.01559,0.72635,,,,,False,Alta,False,4 - Seguimiento normal,0.1169,0.1169
CVE-2024-4237,2024-04-26,8.8,HIGH,3.1,0.01451,0.7065,,,,,False,Alta,False,4 - Seguimiento normal,0.1277,0.1277
CVE-2022-48636,2024-04-28,5.5,MEDIUM,3.1,0.00226,0.13465,,,,,False,Media,False,4 - Seguimiento normal,0.0124,0.0124
CVE-2024-3096,2024-04-29,6.5,MEDIUM,3.1,0.0148,0.71223,,,,,False,Media,False,4 - Seguimiento normal,0.0962,0.0962
CVE-2024-1905,2024-04-29,5.9,MEDIUM,3.1,0.0047,0.38072,,,,,False,Media,False,4 - Seguimiento normal,0.0277,0.0277
CVE-2024-4307,2024-04-29,8.1,HIGH,3.1,0.0045,0.368,,,,,False,Alta,False,4 - Seguimiento normal,0.0364,0.0364
CVE-2024-4310,2024-04-29,6.3,MEDIUM,3.1,0.00293,0.21552,,,,,False,Media,False,4 - Seguimiento normal,0.0185,0.0185
CVE-2023-50433,2024-04-29,6.5,MEDIUM,3.1,0.00309,0.23124,,,,,False,Media,False,4 - Seguimiento normal,0.0201,0.0201
CVE-2024-33401,2024-04-29,4.4,MEDIUM,3.1,0.00245,0.158,,,,,False,Media,False,4 - Seguimiento normal,0.0108,0.0108
CVE-2024-23774,2024-04-30,7.8,HIGH,3.1,0.00444,0.36361,,,,,False,Alta,False,4 - Seguimiento normal,0.0346,0.0346
CVE-2024-33309,2024-04-30,7.5,HIGH,3.1,0.0075,0.5117,,,,,False,Alta,False,4 - Seguimiento normal,0.0562,0.0562
CVE-2024-26331,2024-04-30,7.5,HIGH,3.1,0.49322,0.9877,,,,,False,Alta,True,2 - Explotación probable,3.6991,3.6991
CVE-2024-28269,2024-04-30,7.2,HIGH,3.1,0.00951,0.57649,,,,,False,Alta,False,4 - Seguimiento normal,0.0685,0.0685
CVE-2024-26935,2024-05-01,5.5,MEDIUM,3.1,0.00242,0.15505,,,,,False,Media,False,4 - Seguimiento normal,0.0133,0.0133
CVE-2024-26973,2024-05-01,5.5,MEDIUM,3.1,0.00255,0.17037,,,,,False,Media,False,4 - Seguimiento normal,0.014,0.014
CVE-2024-26988,2024-05-01,7.8,HIGH,3.1,0.00279,0.20103,,,,,False,Alta,False,4 - Seguimiento normal,0.0218,0.0218
CVE-2024-26992,2024-05-01,3.3,LOW,3.1,0.00221,0.12833,,,,,False,Baja,False,4 - Seguimiento normal,0.0073,0.0073
CVE-2024-27000,2024-05-01,7.8,HIGH,3.1,0.00324,0.24822,,,,,False,Alta,False,4 - Seguimiento normal,0.0253,0.0253
CVE-2024-31412,2024-05-01,7.8,HIGH,3.1,0.00245,0.15798,,,,,False,Alta,False,4 - Seguimiento normal,0.0191,0.0191
CVE-2024-33516,2024-05-01,5.3,MEDIUM,3.1,0.00617,0.45957,,,,,False,Media,False,4 - Seguimiento normal,0.0327,0.0327
CVE-2023-51631,2024-05-02,6.8,MEDIUM,3.0,0.01023,0.59939,,,,,False,Media,False,4 - Seguimiento normal,0.0696,0.0696
CVE-2023-50685,2024-05-02,7.5,HIGH,3.1,0.01219,0.655,,,,,False,Alta,False,4 - Seguimiento normal,0.0914,0.0914
CVE-2023-6962,2024-05-02,5.3,MEDIUM,3.1,0.00438,0.3588,,,,,False,Media,False,4 - Seguimiento normal,0.0232,0.0232
CVE-2024-0908,2024-05-02,5.3,MEDIUM,3.1,0.00516,0.40911,,,,,False,Media,False,4 - Seguimiento normal,0.0273,0.0273
CVE-2024-1897,2024-05-02,7.5,HIGH,3.1,0.00868,0.55028,,,,,False,Alta,False,4 - Seguimiento normal,0.0651,0.0651
CVE-2024-2085,2024-05-02,6.4,MEDIUM,3.1,0.0032,0.24376,,,,,False,Media,False,4 - Seguimiento normal,0.0205,0.0205
CVE-2024-33949,2024-05-02,6.5,MEDIUM,3.1,0.00334,0.25862,,,,,False,Media,False,4 - Seguimiento normal,0.0217,0.0217
CVE-2024-3197,2024-05-02,6.4,MEDIUM,3.1,0.00449,0.36716,,,,,False,Media,False,4 - Seguimiento normal,0.0287,0.0287
CVE-2024-3681,2024-05-02,6.1,MEDIUM,3.1,0.00504,0.40162,,,,,False,Media,False,4 - Seguimiento normal,0.0307,0.0307
CVE-2024-3729,2024-05-02,9.8,CRITICAL,3.1,0.00815,0.53345,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0799,0.0799
CVE-2023-27334,2024-05-03,7.5,HIGH,3.0,0.0137,0.69053,,,,,False,Alta,False,4 - Seguimiento normal,0.1028,0.1028
CVE-2023-32131,2024-05-03,8.8,HIGH,3.1,0.00916,0.56498,,,,,False,Alta,False,4 - Seguimiento normal,0.0806,0.0806
CVE-2023-32151,2024-05-03,6.8,MEDIUM,3.0,0.01796,0.76161,,,,,False,Media,False,4 - Seguimiento normal,0.1221,0.1221
CVE-2023-35709,2024-05-03,7.8,HIGH,3.0,0.00399,0.32563,,,,,False,Alta,False,4 - Seguimiento normal,0.0311,0.0311
CVE-2023-35732,2024-05-03,8.8,HIGH,3.1,0.00855,0.54588,,,,,False,Alta,False,4 - Seguimiento normal,0.0752,0.0752
CVE-2023-37323,2024-05-03,8.8,HIGH,3.1,0.00872,0.55163,,,,,False,Alta,False,4 - Seguimiento normal,0.0767,0.0767
CVE-2023-38084,2024-05-03,7.8,HIGH,3.0,0.00401,0.32776,,,,,False,Alta,False,4 - Seguimiento normal,0.0313,0.0313
CVE-2023-39483,2024-05-03,5.5,MEDIUM,3.1,0.00364,0.29035,,,,,False,Media,False,4 - Seguimiento normal,0.02,0.02
CVE-2023-42066,2024-05-03,5.5,MEDIUM,3.1,0.00391,0.31773,,,,,False,Media,False,4 - Seguimiento normal,0.0215,0.0215
CVE-2023-42113,2024-05-03,5.5,MEDIUM,3.1,0.00391,0.31769,,,,,False,Media,False,4 - Seguimiento normal,0.0215,0.0215
CVE-2023-44404,2024-05-03,8.8,HIGH,3.1,0.0075,0.51176,,,,,False,Alta,False,4 - Seguimiento normal,0.066,0.066
CVE-2023-50226,2024-05-03,7.8,HIGH,3.0,0.00686,0.48886,,,,,False,Alta,False,4 - Seguimiento normal,0.0535,0.0535
CVE-2023-50231,2024-05-03,9.6,CRITICAL,3.1,0.53303,0.98877,,,,,False,Crítica,True,2 - Explotación probable,5.1171,5.1171
CVE-2023-51558,2024-05-03,3.3,LOW,3.0,0.00397,0.32401,,,,,False,Baja,False,4 - Seguimiento normal,0.0131,0.0131
CVE-2023-51588,2024-05-03,7.8,HIGH,3.0,0.00234,0.14382,,,,,False,Alta,False,4 - Seguimiento normal,0.0183,0.0183
CVE-2023-51598,2024-05-03,8.8,HIGH,3.1,0.00722,0.50193,,,,,False,Alta,False,4 - Seguimiento normal,0.0635,0.0635
CVE-2023-51622,2024-05-03,6.8,MEDIUM,3.1,0.01126,0.62966,,,,,False,Media,False,4 - Seguimiento normal,0.0766,0.0766
CVE-2024-33931,2024-05-03,6.5,MEDIUM,3.1,0.00429,0.3512,,,,,False,Media,False,4 - Seguimiento normal,0.0279,0.0279
CVE-2024-33937,2024-05-03,4.3,MEDIUM,3.1,0.00372,0.29815,,,,,False,Media,False,4 - Seguimiento normal,0.016,0.016
CVE-2024-3109,2024-05-03,6.3,MEDIUM,3.1,0.00283,0.20527,,,,,False,Media,False,4 - Seguimiento normal,0.0178,0.0178
CVE-2022-48701,2024-05-03,7.1,HIGH,3.1,0.00238,0.15033,,,,,False,Alta,False,4 - Seguimiento normal,0.0169,0.0169
CVE-2024-4513,2024-05-06,3.5,LOW,3.1,0.00566,0.43587,,,,,False,Baja,False,4 - Seguimiento normal,0.0198,0.0198
CVE-2023-32871,2024-05-06,5.3,MEDIUM,3.1,0.00083,0.00308,,,,,False,Media,False,4 - Seguimiento normal,0.0044,0.0044
CVE-2024-4519,2024-05-06,3.5,LOW,3.1,0.00578,0.44148,,,,,False,Baja,False,4 - Seguimiento normal,0.0202,0.0202
CVE-2024-23187,2024-05-06,6.5,MEDIUM,3.1,0.00485,0.38997,,,,,False,Media,False,4 - Seguimiento normal,0.0315,0.0315
CVE-2023-43521,2024-05-06,6.7,MEDIUM,3.1,0.00109,0.01455,,,,,False,Media,False,4 - Seguimiento normal,0.0073,0.0073
CVE-2023-43525,2024-05-06,6.7,MEDIUM,3.1,0.00109,0.01454,,,,,False,Media,False,4 - Seguimiento normal,0.0073,0.0073
CVE-2024-33117,2024-05-06,5.3,MEDIUM,3.1,0.00468,0.37938,,,,,False,Media,False,4 - Seguimiento normal,0.0248,0.0248
CVE-2024-20863,2024-05-07,6.7,MEDIUM,3.1,0.00192,0.09122,,,,,False,Media,False,4 - Seguimiento normal,0.0129,0.0129
CVE-2023-6810,2024-05-07,4.3,MEDIUM,3.1,0.00367,0.2935,,,,,False,Media,False,4 - Seguimiento normal,0.0158,0.0158
CVE-2024-4590,2024-05-07,4.3,MEDIUM,3.1,0.0042,0.34485,,,,,False,Media,False,4 - Seguimiento normal,0.0181,0.0181
CVE-2024-33857,2024-05-07,9.6,CRITICAL,3.1,0.00396,0.32253,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.038,0.038
CVE-2024-23704,2024-05-07,7.8,HIGH,3.1,0.00093,0.00658,,,,,False,Alta,False,4 - Seguimiento normal,0.0073,0.0073
CVE-2024-23708,2024-05-07,7.8,HIGH,3.1,0.00343,0.26844,,,,,False,Alta,False,4 - Seguimiento normal,0.0268,0.0268
CVE-2024-23710,2024-05-07,7.8,HIGH,3.1,0.0009,0.00547,,,,,False,Alta,False,4 - Seguimiento normal,0.007,0.007
CVE-2022-43653,2024-05-07,7.8,HIGH,3.0,0.00312,0.23508,,,,,False,Alta,False,4 - Seguimiento normal,0.0243,0.0243
CVE-2024-4649,2024-05-08,3.5,LOW,3.1,0.00431,0.35316,,,,,False,Baja,False,4 - Seguimiento normal,0.0151,0.0151
CVE-2024-25520,2024-05-08,9.8,CRITICAL,3.1,0.00629,0.46481,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0616,0.0616
CVE-2024-25521,2024-05-08,9.4,CRITICAL,3.1,0.00618,0.45992,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0581,0.0581
CVE-2024-25523,2024-05-08,9.8,CRITICAL,3.1,0.00696,0.49251,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0682,0.0682
CVE-2024-26026,2024-05-08,7.5,HIGH,3.1,0.07163,0.93616,,,,,False,Alta,False,4 - Seguimiento normal,0.5372,0.5372
CVE-2023-26566,2024-05-14,8.6,HIGH,3.1,0.00712,0.49831,,,,,False,Alta,False,4 - Seguimiento normal,0.0612,0.0612
CVE-2023-29881,2024-05-14,6.5,MEDIUM,3.1,0.00415,0.34066,,,,,False,Media,False,4 - Seguimiento normal,0.027,0.027
CVE-2024-0100,2024-05-14,6.5,MEDIUM,3.1,0.00683,0.48771,,,,,False,Media,False,4 - Seguimiento normal,0.0444,0.0444
CVE-2024-34224,2024-05-14,7.3,HIGH,3.1,0.00871,0.55093,,,,,False,Alta,False,4 - Seguimiento normal,0.0636,0.0636
CVE-2024-34352,2024-05-14,6.5,MEDIUM,3.1,0.01329,0.68079,,,,,False,Media,False,4 - Seguimiento normal,0.0864,0.0864
CVE-2024-34353,2024-05-14,5.5,MEDIUM,3.1,0.00193,0.09328,,,,,False,Media,False,4 - Seguimiento normal,0.0106,0.0106
CVE-2024-34430,2024-05-14,5.9,MEDIUM,3.1,0.00446,0.36488,,,,,False,Media,False,4 - Seguimiento normal,0.0263,0.0263
CVE-2024-34974,2024-05-14,8.2,HIGH,3.1,0.00724,0.50249,,,,,False,Alta,False,4 - Seguimiento normal,0.0594,0.0594
CVE-2024-35166,2024-05-14,5.3,MEDIUM,3.1,0.0058,0.4422,,,,,False,Media,False,4 - Seguimiento normal,0.0307,0.0307
CVE-2024-3796,2024-05-14,4.8,MEDIUM,3.1,0.00408,0.33401,,,,,False,Media,False,4 - Seguimiento normal,0.0196,0.0196
CVE-2024-4082,2024-05-14,4.3,MEDIUM,3.1,0.00215,0.12021,,,,,False,Media,False,4 - Seguimiento normal,0.0092,0.0092
CVE-2024-4104,2024-05-14,6.1,MEDIUM,3.1,0.00507,0.40353,,,,,False,Media,False,4 - Seguimiento normal,0.0309,0.0309
CVE-2024-4193,2024-05-14,6.4,MEDIUM,3.1,0.00353,0.27892,,,,,False,Media,False,4 - Seguimiento normal,0.0226,0.0226
CVE-2024-4809,2024-05-14,5.3,MEDIUM,4.0,0.01158,0.63802,,,,,False,Media,False,4 - Seguimiento normal,0.0614,0.0614
CVE-2024-33492,2024-05-14,7.8,HIGH,3.1,0.00235,0.1463,,,,,False,Alta,False,4 - Seguimiento normal,0.0183,0.0183
CVE-2024-33647,2024-05-14,6.5,MEDIUM,3.1,0.00423,0.34711,,,,,False,Media,False,4 - Seguimiento normal,0.0275,0.0275
CVE-2024-35011,2024-05-14,5.4,MEDIUM,3.1,0.00192,0.09181,,,,,False,Media,False,4 - Seguimiento normal,0.0104,0.0104
CVE-2024-30008,2024-05-14,5.5,MEDIUM,3.1,0.00793,0.526,,,,,False,Media,False,4 - Seguimiento normal,0.0436,0.0436
CVE-2024-30016,2024-05-14,5.5,MEDIUM,3.1,0.00792,0.52565,,,,,False,Media,False,4 - Seguimiento normal,0.0436,0.0436
CVE-2024-30022,2024-05-14,7.5,HIGH,3.1,0.01543,0.72369,,,,,False,Alta,False,4 - Seguimiento normal,0.1157,0.1157
CVE-2024-31488,2024-05-14,6.8,MEDIUM,3.1,0.01014,0.59664,,,,,False,Media,False,4 - Seguimiento normal,0.069,0.069
CVE-2022-28132,2024-05-14,7.2,HIGH,3.1,0.00613,0.45727,,,,,False,Alta,False,4 - Seguimiento normal,0.0441,0.0441
CVE-2024-31466,2024-05-14,9.8,CRITICAL,3.1,0.01138,0.63275,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1115,0.1115
CVE-2023-45221,2024-05-16,4.8,MEDIUM,3.1,0.00281,0.20338,,,,,False,Media,False,4 - Seguimiento normal,0.0135,0.0135
CVE-2023-47210,2024-05-16,4.7,MEDIUM,3.1,0.00358,0.28387,,,,,False,Media,False,4 - Seguimiento normal,0.0168,0.0168
CVE-2024-2744,2024-05-17,4.3,MEDIUM,3.1,0.0039,0.31637,,,,,False,Media,False,4 - Seguimiento normal,0.0168,0.0168
CVE-2024-31295,2024-05-17,5.3,MEDIUM,3.1,0.00377,0.30278,,,,,False,Media,False,4 - Seguimiento normal,0.02,0.02
CVE-2024-32512,2024-05-17,5.3,MEDIUM,3.1,0.00342,0.26798,,,,,False,Media,False,4 - Seguimiento normal,0.0181,0.0181
CVE-2024-32685,2024-05-17,5.3,MEDIUM,3.1,0.00388,0.31436,,,,,False,Media,False,4 - Seguimiento normal,0.0206,0.0206
