cve,publicada,cvss,cvss_severidad,cvss_version,epss,epss_percentil,kev_fabricante,kev_producto,kev_fecha_agregada,kev_ransomware,explotada,cvss_banda,epss_alto,prioridad,riesgo_base,riesgo
CVE-2024-56293,2025-01-07,5.9,MEDIUM,3.1,0.003,0.22237,,,,,False,Media,False,4 - Seguimiento normal,0.0177,0.0177
CVE-2025-22325,2025-01-07,7.1,HIGH,3.1,0.00146,0.04341,,,,,False,Alta,False,4 - Seguimiento normal,0.0104,0.0104
CVE-2025-22349,2025-01-07,7.6,HIGH,3.1,0.00466,0.37799,,,,,False,Alta,False,4 - Seguimiento normal,0.0354,0.0354
CVE-2025-22355,2025-01-07,7.1,HIGH,3.1,0.0025,0.16489,,,,,False,Alta,False,4 - Seguimiento normal,0.0177,0.0177
CVE-2025-22562,2025-01-07,4.3,MEDIUM,3.1,0.00189,0.08764,,,,,False,Media,False,4 - Seguimiento normal,0.0081,0.0081
CVE-2025-22591,2025-01-07,4.3,MEDIUM,3.1,0.0032,0.24401,,,,,False,Media,False,4 - Seguimiento normal,0.0138,0.0138
CVE-2024-35532,2025-01-07,9.1,CRITICAL,3.1,0.00481,0.38775,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0438,0.0438
CVE-2024-45033,2025-01-08,8.1,HIGH,3.1,0.00936,0.5713,,,,,False,Alta,False,4 - Seguimiento normal,0.0758,0.0758
CVE-2024-56785,2025-01-08,5.5,MEDIUM,3.1,0.00201,0.1026,,,,,False,Media,False,4 - Seguimiento normal,0.0111,0.0111
CVE-2024-13195,2025-01-09,5.3,MEDIUM,4.0,0.00418,0.34257,,,,,False,Media,False,4 - Seguimiento normal,0.0222,0.0222
CVE-2024-13213,2025-01-09,5.3,MEDIUM,4.0,0.00389,0.316,,,,,False,Media,False,4 - Seguimiento normal,0.0206,0.0206
CVE-2024-43651,2025-01-09,9.3,CRITICAL,4.0,0.01658,0.74179,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1542,0.1542
CVE-2025-0341,2025-01-09,5.3,MEDIUM,4.0,0.00464,0.37704,,,,,False,Media,False,4 - Seguimiento normal,0.0246,0.0246
CVE-2024-11328,2025-01-09,6.1,MEDIUM,3.1,0.00479,0.38663,,,,,False,Media,False,4 - Seguimiento normal,0.0292,0.0292
CVE-2024-43176,2025-01-09,5.4,MEDIUM,3.1,0.00277,0.19895,,,,,False,Media,False,4 - Seguimiento normal,0.015,0.015
CVE-2024-13248,2025-01-09,5.5,MEDIUM,3.1,0.00186,0.08427,,,,,False,Media,False,4 - Seguimiento normal,0.0102,0.0102
CVE-2024-13266,2025-01-09,5.3,MEDIUM,3.1,0.0034,0.26552,,,,,False,Media,False,4 - Seguimiento normal,0.018,0.018
CVE-2024-41787,2025-01-10,9.8,CRITICAL,3.1,0.01112,0.62588,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.109,0.109
CVE-2024-57686,2025-01-10,9.8,CRITICAL,3.1,0.01645,0.73994,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1612,0.1612
CVE-2024-12472,2025-01-11,4.3,MEDIUM,3.1,0.00303,0.22626,,,,,False,Media,False,4 - Seguimiento normal,0.013,0.013
CVE-2024-12304,2025-01-11,6.4,MEDIUM,3.1,0.00231,0.1409,,,,,False,Media,False,4 - Seguimiento normal,0.0148,0.0148
CVE-2024-56369,2025-01-11,5.5,MEDIUM,3.1,0.00244,0.15764,,,,,False,Media,False,4 - Seguimiento normal,0.0134,0.0134
CVE-2024-46480,2025-01-13,8.4,HIGH,3.1,0.00477,0.38533,,,,,False,Alta,False,4 - Seguimiento normal,0.0401,0.0401
CVE-2023-42229,2025-01-13,6.5,MEDIUM,3.1,0.00689,0.48986,,,,,False,Media,False,4 - Seguimiento normal,0.0448,0.0448
CVE-2024-57634,2025-01-14,7.5,HIGH,3.1,0.0077,0.51837,,,,,False,Alta,False,4 - Seguimiento normal,0.0578,0.0578
CVE-2024-57664,2025-01-14,7.5,HIGH,3.1,0.00557,0.43074,,,,,False,Alta,False,4 - Seguimiento normal,0.0418,0.0418
CVE-2024-52969,2025-01-14,4.1,MEDIUM,3.1,0.00488,0.39223,,,,,False,Media,False,4 - Seguimiento normal,0.02,0.02
CVE-2024-55591,2025-01-14,9.8,CRITICAL,3.1,0.98259,0.9991,Fortinet,FortiOS and FortiProxy,2025-01-14,Known,True,Crítica,True,1 - Explotada activamente,9.6294,10.0
CVE-2024-39273,2025-01-14,9.0,CRITICAL,3.1,0.01064,0.61162,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0958,0.0958
CVE-2024-39280,2025-01-14,9.1,CRITICAL,3.1,0.34167,0.98237,,,,,False,Crítica,True,2 - Explotación probable,3.1092,3.1092
CVE-2025-21202,2025-01-14,6.1,MEDIUM,3.1,0.00862,0.54837,,,,,False,Media,False,4 - Seguimiento normal,0.0526,0.0526
CVE-2025-21311,2025-01-14,9.8,CRITICAL,3.1,0.02169,0.8038,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.2126,0.2126
CVE-2025-21336,2025-01-14,5.6,MEDIUM,3.1,0.00618,0.46006,,,,,False,Media,False,4 - Seguimiento normal,0.0346,0.0346
CVE-2024-55893,2025-01-14,4.3,MEDIUM,3.1,0.00239,0.15151,,,,,False,Media,False,4 - Seguimiento normal,0.0103,0.0103
CVE-2024-50859,2025-01-14,4.8,MEDIUM,3.1,0.00861,0.54804,,,,,False,Media,False,4 - Seguimiento normal,0.0413,0.0413
CVE-2024-57766,2025-01-15,9.1,CRITICAL,3.1,0.00502,0.40044,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0457,0.0457
CVE-2024-4227,2025-01-15,7.5,HIGH,3.1,0.00705,0.4956,,,,,False,Alta,False,4 - Seguimiento normal,0.0529,0.0529
CVE-2025-0448,2025-01-15,4.3,MEDIUM,3.1,0.00299,0.22142,,,,,False,Media,False,4 - Seguimiento normal,0.0129,0.0129
CVE-2024-11029,2025-01-15,5.5,MEDIUM,3.1,0.00226,0.1348,,,,,False,Media,False,4 - Seguimiento normal,0.0124,0.0124
CVE-2025-22724,2025-01-15,6.5,MEDIUM,3.1,0.00309,0.23165,,,,,False,Media,False,4 - Seguimiento normal,0.0201,0.0201
CVE-2024-57019,2025-01-15,8.8,HIGH,3.1,0.01573,0.72846,,,,,False,Alta,False,4 - Seguimiento normal,0.1384,0.1384
CVE-2025-0501,2025-01-15,7.7,HIGH,4.0,0.00452,0.36929,,,,,False,Alta,False,4 - Seguimiento normal,0.0348,0.0348
CVE-2024-53407,2025-01-15,3.3,LOW,3.1,0.00512,0.4063,,,,,False,Baja,False,4 - Seguimiento normal,0.0169,0.0169
CVE-2024-10789,2025-01-16,4.3,MEDIUM,3.1,0.00169,0.06532,,,,,False,Media,False,4 - Seguimiento normal,0.0073,0.0073
CVE-2025-23438,2025-01-16,7.1,HIGH,3.1,0.00404,0.33061,,,,,False,Alta,False,4 - Seguimiento normal,0.0287,0.0287
CVE-2025-23456,2025-01-16,7.1,HIGH,3.1,0.002,0.1016,,,,,False,Alta,False,4 - Seguimiento normal,0.0142,0.0142
CVE-2025-23467,2025-01-16,7.1,HIGH,3.1,0.002,0.1016,,,,,False,Alta,False,4 - Seguimiento normal,0.0142,0.0142
CVE-2025-23660,2025-01-16,7.1,HIGH,3.1,0.00187,0.08615,,,,,False,Alta,False,4 - Seguimiento normal,0.0133,0.0133
CVE-2025-23795,2025-01-16,6.5,MEDIUM,3.1,0.0036,0.28638,,,,,False,Media,False,4 - Seguimiento normal,0.0234,0.0234
CVE-2025-23797,2025-01-16,9.8,CRITICAL,3.1,0.00349,0.2744,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0342,0.0342
CVE-2025-23827,2025-01-16,7.1,HIGH,3.1,0.00407,0.33302,,,,,False,Alta,False,4 - Seguimiento normal,0.0289,0.0289
CVE-2025-23844,2025-01-16,7.1,HIGH,3.1,0.002,0.10105,,,,,False,Alta,False,4 - Seguimiento normal,0.0142,0.0142
CVE-2025-23965,2025-01-16,6.5,MEDIUM,3.1,0.00224,0.132,,,,,False,Media,False,4 - Seguimiento normal,0.0146,0.0146
CVE-2024-12508,2025-01-17,6.4,MEDIUM,3.1,0.0027,0.1899,,,,,False,Media,False,4 - Seguimiento normal,0.0173,0.0173
CVE-2025-0530,2025-01-17,5.3,MEDIUM,4.0,0.00479,0.38674,,,,,False,Media,False,4 - Seguimiento normal,0.0254,0.0254
CVE-2025-0533,2025-01-17,6.9,MEDIUM,4.0,0.00607,0.45448,,,,,False,Media,False,4 - Seguimiento normal,0.0419,0.0419
CVE-2024-57032,2025-01-17,9.8,CRITICAL,3.1,0.00634,0.46717,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0621,0.0621
CVE-2025-21185,2025-01-17,6.5,MEDIUM,3.1,0.00803,0.52945,,,,,False,Media,False,4 - Seguimiento normal,0.0522,0.0522
CVE-2024-8722,2025-01-19,5.5,MEDIUM,3.1,0.00338,0.26293,,,,,False,Media,False,4 - Seguimiento normal,0.0186,0.0186
CVE-2025-21631,2025-01-19,7.8,HIGH,3.1,0.00206,0.10908,,,,,False,Alta,False,4 - Seguimiento normal,0.0161,0.0161
CVE-2025-0579,2025-01-20,6.9,MEDIUM,4.0,0.00378,0.30387,,,,,False,Media,False,4 - Seguimiento normal,0.0261,0.0261
CVE-2024-37284,2025-01-21,5.5,MEDIUM,3.1,0.00154,0.04992,,,,,False,Media,False,4 - Seguimiento normal,0.0085,0.0085
CVE-2024-49700,2025-01-21,7.1,HIGH,3.1,0.00302,0.22458,,,,,False,Alta,False,4 - Seguimiento normal,0.0214,0.0214
CVE-2025-22732,2025-01-21,6.5,MEDIUM,3.1,0.00229,0.13882,,,,,False,Media,False,4 - Seguimiento normal,0.0149,0.0149
CVE-2025-21540,2025-01-21,5.4,MEDIUM,3.1,0.00489,0.39288,,,,,False,Media,False,4 - Seguimiento normal,0.0264,0.0264
CVE-2025-21547,2025-01-21,9.1,CRITICAL,3.1,0.00582,0.44332,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.053,0.053
CVE-2023-37038,2025-01-21,6.5,MEDIUM,3.1,0.00373,0.29973,,,,,False,Media,False,4 - Seguimiento normal,0.0242,0.0242
CVE-2024-24417,2025-01-21,7.5,HIGH,3.1,0.00585,0.44456,,,,,False,Alta,False,4 - Seguimiento normal,0.0439,0.0439
CVE-2024-12117,2025-01-22,6.4,MEDIUM,3.1,0.00258,0.17429,,,,,False,Media,False,4 - Seguimiento normal,0.0165,0.0165
CVE-2023-37021,2025-01-22,8.6,HIGH,3.1,0.00765,0.51684,,,,,False,Alta,False,4 - Seguimiento normal,0.0658,0.0658
CVE-2023-37023,2025-01-22,8.6,HIGH,3.1,0.00765,0.51684,,,,,False,Alta,False,4 - Seguimiento normal,0.0658,0.0658
CVE-2024-34235,2025-01-22,8.6,HIGH,3.1,0.00765,0.51686,,,,,False,Alta,False,4 - Seguimiento normal,0.0658,0.0658
CVE-2025-23601,2025-01-22,7.1,HIGH,3.1,0.00385,0.31132,,,,,False,Alta,False,4 - Seguimiento normal,0.0273,0.0273
CVE-2025-23944,2025-01-22,8.8,HIGH,3.1,0.0067,0.48218,,,,,False,Alta,False,4 - Seguimiento normal,0.059,0.059
CVE-2025-23006,2025-01-23,9.8,CRITICAL,3.1,0.23432,0.97553,SonicWall,SMA1000 Appliances,2025-01-24,Known,True,Crítica,True,1 - Explotada activamente,2.2963,10.0
CVE-2025-23727,2025-01-23,7.1,HIGH,3.1,0.0025,0.16487,,,,,False,Alta,False,4 - Seguimiento normal,0.0177,0.0177
CVE-2024-9491,2025-01-24,8.6,HIGH,3.1,0.00188,0.08747,,,,,False,Alta,False,4 - Seguimiento normal,0.0162,0.0162
CVE-2024-13698,2025-01-24,6.5,MEDIUM,3.1,0.00314,0.23685,,,,,False,Media,False,4 - Seguimiento normal,0.0204,0.0204
CVE-2025-22607,2025-01-24,4.7,MEDIUM,4.0,0.00162,0.05844,,,,,False,Media,False,4 - Seguimiento normal,0.0076,0.0076
CVE-2025-24572,2025-01-24,6.5,MEDIUM,3.1,0.00253,0.16753,,,,,False,Media,False,4 - Seguimiento normal,0.0164,0.0164
CVE-2025-24638,2025-01-24,6.5,MEDIUM,3.1,0.00334,0.25878,,,,,False,Media,False,4 - Seguimiento normal,0.0217,0.0217
CVE-2025-24678,2025-01-24,6.5,MEDIUM,3.1,0.00334,0.25879,,,,,False,Media,False,4 - Seguimiento normal,0.0217,0.0217
CVE-2025-24696,2025-01-24,4.3,MEDIUM,3.1,0.00205,0.10776,,,,,False,Media,False,4 - Seguimiento normal,0.0088,0.0088
CVE-2024-12826,2025-01-25,4.3,MEDIUM,3.1,0.00325,0.24895,,,,,False,Media,False,4 - Seguimiento normal,0.014,0.014
CVE-2024-48418,2025-01-27,8.8,HIGH,3.1,0.00302,0.22424,,,,,False,Alta,False,4 - Seguimiento normal,0.0266,0.0266
CVE-2024-56955,2025-01-27,6.5,MEDIUM,3.1,0.0031,0.23244,,,,,False,Media,False,4 - Seguimiento normal,0.0201,0.0201
CVE-2024-54543,2025-01-27,8.8,HIGH,3.1,0.00784,0.52281,,,,,False,Alta,False,4 - Seguimiento normal,0.069,0.069
CVE-2024-54547,2025-01-27,5.5,MEDIUM,3.1,0.00209,0.11225,,,,,False,Media,False,4 - Seguimiento normal,0.0115,0.0115
CVE-2025-24112,2025-01-27,5.5,MEDIUM,3.1,0.00256,0.17257,,,,,False,Media,False,4 - Seguimiento normal,0.0141,0.0141
CVE-2025-24116,2025-01-27,4.4,MEDIUM,3.1,0.00221,0.12784,,,,,False,Media,False,4 - Seguimiento normal,0.0097,0.0097
CVE-2025-24137,2025-01-27,8.0,HIGH,3.1,0.00942,0.57337,,,,,False,Alta,False,4 - Seguimiento normal,0.0754,0.0754
CVE-2025-24176,2025-01-27,7.1,HIGH,3.1,0.00212,0.11676,,,,,False,Alta,False,4 - Seguimiento normal,0.0151,0.0151
CVE-2024-45341,2025-01-28,6.1,MEDIUM,3.1,0.00458,0.37344,,,,,False,Media,False,4 - Seguimiento normal,0.0279,0.0279
CVE-2024-40673,2025-01-28,6.5,MEDIUM,3.1,0.00281,0.20278,,,,,False,Media,False,4 - Seguimiento normal,0.0183,0.0183
CVE-2025-0790,2025-01-29,5.3,MEDIUM,4.0,0.00366,0.29159,,,,,False,Media,False,4 - Seguimiento normal,0.0194,0.0194
CVE-2025-0353,2025-01-29,6.4,MEDIUM,3.1,0.0039,0.31636,,,,,False,Media,False,4 - Seguimiento normal,0.025,0.025
CVE-2025-24790,2025-01-29,4.4,MEDIUM,3.1,0.00188,0.08725,,,,,False,Media,False,4 - Seguimiento normal,0.0083,0.0083
CVE-2024-51182,2025-01-29,6.1,MEDIUM,3.1,0.00316,0.2387,,,,,False,Media,False,4 - Seguimiento normal,0.0193,0.0193
CVE-2024-57395,2025-01-29,9.8,CRITICAL,3.1,0.00669,0.48185,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0656,0.0656
CVE-2025-0662,2025-01-30,4.9,MEDIUM,3.1,0.00348,0.27381,,,,,False,Media,False,4 - Seguimiento normal,0.0171,0.0171
CVE-2024-12708,2025-01-30,7.1,HIGH,3.1,0.00256,0.17217,,,,,False,Alta,False,4 - Seguimiento normal,0.0182,0.0182
CVE-2025-0745,2025-01-30,7.5,HIGH,3.1,0.00305,0.22774,,,,,False,Alta,False,4 - Seguimiento normal,0.0229,0.0229
CVE-2025-0871,2025-01-30,5.3,MEDIUM,4.0,0.00305,0.22805,,,,,False,Media,False,4 - Seguimiento normal,0.0162,0.0162
CVE-2025-0572,2025-01-30,4.3,MEDIUM,3.1,0.01545,0.72402,,,,,False,Media,False,4 - Seguimiento normal,0.0664,0.0664
CVE-2025-24710,2025-01-31,7.1,HIGH,3.1,0.00246,0.15945,,,,,False,Alta,False,4 - Seguimiento normal,0.0175,0.0175
CVE-2025-21666,2025-01-31,5.5,MEDIUM,3.1,0.00219,0.12576,,,,,False,Media,False,4 - Seguimiento normal,0.012,0.012
CVE-2025-21681,2025-01-31,5.5,MEDIUM,3.1,0.002,0.10159,,,,,False,Media,False,4 - Seguimiento normal,0.011,0.011
CVE-2025-23215,2025-01-31,9.3,CRITICAL,4.0,0.00315,0.23808,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0293,0.0293
CVE-2024-51534,2025-02-01,7.1,HIGH,3.1,0.00182,0.08047,,,,,False,Alta,False,4 - Seguimiento normal,0.0129,0.0129
CVE-2025-20643,2025-02-03,3.9,LOW,3.1,0.00093,0.00673,,,,,False,Baja,False,4 - Seguimiento normal,0.0036,0.0036
CVE-2025-23582,2025-02-03,7.1,HIGH,3.1,0.00303,0.22641,,,,,False,Alta,False,4 - Seguimiento normal,0.0215,0.0215
CVE-2025-24656,2025-02-03,7.1,HIGH,3.1,0.00303,0.22639,,,,,False,Alta,False,4 - Seguimiento normal,0.0215,0.0215
CVE-2025-24961,2025-02-03,6.0,MEDIUM,4.0,0.00528,0.41523,,,,,False,Media,False,4 - Seguimiento normal,0.0317,0.0317
CVE-2024-27137,2025-02-04,5.3,MEDIUM,3.1,0.00276,0.19795,,,,,False,Media,False,4 - Seguimiento normal,0.0146,0.0146
CVE-2025-24966,2025-02-04,5.3,MEDIUM,4.0,0.0026,0.17702,,,,,False,Media,False,4 - Seguimiento normal,0.0138,0.0138
CVE-2024-35138,2025-02-04,6.5,MEDIUM,3.1,0.002,0.1017,,,,,False,Media,False,4 - Seguimiento normal,0.013,0.013
CVE-2024-13723,2025-02-04,7.2,HIGH,3.1,0.0126,0.66549,,,,,False,Alta,False,4 - Seguimiento normal,0.0907,0.0907
CVE-2024-53851,2025-02-04,4.3,MEDIUM,3.1,0.00439,0.3594,,,,,False,Media,False,4 - Seguimiento normal,0.0189,0.0189
CVE-2025-20169,2025-02-05,7.7,HIGH,3.1,0.00755,0.51331,,,,,False,Alta,False,4 - Seguimiento normal,0.0581,0.0581
CVE-2025-20175,2025-02-05,7.7,HIGH,3.1,0.00736,0.50721,,,,,False,Alta,False,4 - Seguimiento normal,0.0567,0.0567
CVE-2025-20183,2025-02-05,5.8,MEDIUM,3.1,0.00423,0.34692,,,,,False,Media,False,4 - Seguimiento normal,0.0245,0.0245
CVE-2024-57066,2025-02-05,7.5,HIGH,3.1,0.00468,0.37928,,,,,False,Alta,False,4 - Seguimiento normal,0.0351,0.0351
CVE-2024-37358,2025-02-06,8.6,HIGH,3.1,0.00856,0.54637,,,,,False,Alta,False,4 - Seguimiento normal,0.0736,0.0736
CVE-2022-40916,2025-02-06,9.8,CRITICAL,3.1,0.00802,0.5289,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0786,0.0786
CVE-2025-23217,2025-02-06,8.2,HIGH,4.0,0.00817,0.53379,,,,,False,Alta,False,4 - Seguimiento normal,0.067,0.067
CVE-2022-26388,2025-02-07,6.4,MEDIUM,3.1,0.00266,0.18334,,,,,False,Media,False,4 - Seguimiento normal,0.017,0.017
CVE-2024-46434,2025-02-10,8.8,HIGH,3.1,0.00894,0.55792,,,,,False,Alta,False,4 - Seguimiento normal,0.0787,0.0787
CVE-2024-10249,2025-02-11,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-12765,2025-02-11,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2025-1143,2025-02-11,8.4,HIGH,3.1,0.00186,0.08457,,,,,False,Alta,False,4 - Seguimiento normal,0.0156,0.0156
CVE-2025-0180,2025-02-11,9.8,CRITICAL,3.1,0.00503,0.40068,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0493,0.0493
CVE-2024-36508,2025-02-11,6.0,MEDIUM,3.1,0.00234,0.14406,,,,,False,Media,False,4 - Seguimiento normal,0.014,0.014
CVE-2025-21156,2025-02-11,7.8,HIGH,3.1,0.00338,0.26271,,,,,False,Alta,False,4 - Seguimiento normal,0.0264,0.0264
CVE-2025-21163,2025-02-11,7.8,HIGH,3.1,0.00374,0.30035,,,,,False,Alta,False,4 - Seguimiento normal,0.0292,0.0292
CVE-2025-24419,2025-02-11,4.3,MEDIUM,3.1,0.00536,0.42009,,,,,False,Media,False,4 - Seguimiento normal,0.023,0.023
CVE-2025-25523,2025-02-11,5.9,MEDIUM,3.1,0.00157,0.05278,,,,,False,Media,False,4 - Seguimiento normal,0.0093,0.0093
CVE-2025-0907,2025-02-11,8.8,HIGH,3.1,0.0067,0.48233,,,,,False,Alta,False,4 - Seguimiento normal,0.059,0.059
CVE-2024-57777,2025-02-11,5.1,MEDIUM,3.1,0.00462,0.37588,,,,,False,Media,False,4 - Seguimiento normal,0.0236,0.0236
CVE-2024-13653,2025-02-12,8.8,HIGH,3.1,0.005,0.39926,,,,,False,Alta,False,4 - Seguimiento normal,0.044,0.044
CVE-2024-13374,2025-02-12,4.3,MEDIUM,3.1,0.00297,0.21893,,,,,False,Media,False,4 - Seguimiento normal,0.0128,0.0128
CVE-2024-13365,2025-02-12,9.8,CRITICAL,3.1,0.01557,0.72616,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1526,0.1526
CVE-2024-13475,2025-02-12,7.5,HIGH,3.1,0.00459,0.37366,,,,,False,Alta,False,4 - Seguimiento normal,0.0344,0.0344
CVE-2025-21697,2025-02-12,5.5,MEDIUM,3.1,0.00223,0.13012,,,,,False,Media,False,4 - Seguimiento normal,0.0123,0.0123
CVE-2025-26352,2025-02-12,6.5,MEDIUM,3.1,0.01034,0.60299,,,,,False,Media,False,4 - Seguimiento normal,0.0672,0.0672
CVE-2025-25349,2025-02-12,9.8,CRITICAL,3.1,0.00477,0.38557,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0467,0.0467
CVE-2025-25746,2025-02-12,9.8,CRITICAL,3.1,0.00572,0.43879,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0561,0.0561
CVE-2025-25201,2025-02-12,4.0,MEDIUM,3.1,0.00139,0.03664,,,,,False,Media,False,4 - Seguimiento normal,0.0056,0.0056
CVE-2024-31068,2025-02-12,5.6,MEDIUM,4.0,0.0022,0.12677,,,,,False,Media,False,4 - Seguimiento normal,0.0123,0.0123
CVE-2024-38307,2025-02-12,7.1,HIGH,4.0,0.00648,0.47322,,,,,False,Alta,False,4 - Seguimiento normal,0.046,0.046
CVE-2024-56939,2025-02-12,5.4,MEDIUM,3.1,0.00321,0.24519,,,,,False,Media,False,4 - Seguimiento normal,0.0173,0.0173
CVE-2023-34400,2025-02-13,7.5,HIGH,3.1,0.00651,0.47462,,,,,False,Alta,False,4 - Seguimiento normal,0.0488,0.0488
CVE-2025-23534,2025-02-14,6.5,MEDIUM,3.1,0.00389,0.31581,,,,,False,Media,False,4 - Seguimiento normal,0.0253,0.0253
CVE-2025-1239,2025-02-14,4.8,MEDIUM,4.0,0.00422,0.3465,,,,,False,Media,False,4 - Seguimiento normal,0.0203,0.0203
CVE-2022-28693,2025-02-14,4.7,MEDIUM,3.1,0.00171,0.06771,,,,,False,Media,False,4 - Seguimiento normal,0.008,0.008
CVE-2025-22680,2025-02-16,7.1,HIGH,3.1,0.00239,0.1512,,,,,False,Alta,False,4 - Seguimiento normal,0.017,0.017
CVE-2024-13603,2025-02-17,6.1,MEDIUM,3.1,0.00367,0.29254,,,,,False,Media,False,4 - Seguimiento normal,0.0224,0.0224
CVE-2024-13608,2025-02-17,4.7,MEDIUM,3.1,0.00346,0.27192,,,,,False,Media,False,4 - Seguimiento normal,0.0163,0.0163
CVE-2024-57964,2025-02-18,7.3,HIGH,3.1,0.00173,0.0695,,,,,False,Alta,False,4 - Seguimiento normal,0.0126,0.0126
CVE-2024-13636,2025-02-18,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-11335,2025-02-19,6.4,MEDIUM,3.1,0.00318,0.24098,,,,,False,Media,False,4 - Seguimiento normal,0.0204,0.0204
CVE-2024-13679,2025-02-19,6.4,MEDIUM,3.1,0.00288,0.21049,,,,,False,Media,False,4 - Seguimiento normal,0.0184,0.0184
CVE-2025-1134,2025-02-19,9.3,CRITICAL,4.0,0.00731,0.50536,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.068,0.068
CVE-2024-28777,2025-02-19,8.8,HIGH,3.1,0.00599,0.45103,,,,,False,Alta,False,4 - Seguimiento normal,0.0527,0.0527
CVE-2020-13481,2025-02-19,6.1,MEDIUM,3.1,0.00265,0.18209,,,,,False,Media,False,4 - Seguimiento normal,0.0162,0.0162
CVE-2024-37359,2025-02-19,8.6,HIGH,3.1,0.00497,0.39723,,,,,False,Alta,False,4 - Seguimiento normal,0.0427,0.0427
CVE-2025-25942,2025-02-19,6.5,MEDIUM,3.1,0.00366,0.29229,,,,,False,Media,False,4 - Seguimiento normal,0.0238,0.0238
CVE-2025-27218,2025-02-20,5.3,MEDIUM,3.1,0.64739,0.99164,,,,,False,Media,True,2 - Explotación probable,3.4312,3.4312
CVE-2024-13888,2025-02-20,7.2,HIGH,3.1,0.00732,0.50568,,,,,False,Alta,False,4 - Seguimiento normal,0.0527,0.0527
CVE-2025-1039,2025-02-20,7.2,HIGH,3.1,0.00425,0.34881,,,,,False,Alta,False,4 - Seguimiento normal,0.0306,0.0306
CVE-2023-51332,2025-02-20,4.3,MEDIUM,3.1,0.00404,0.33094,,,,,False,Media,False,4 - Seguimiento normal,0.0174,0.0174
CVE-2025-1258,2025-02-20,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2025-25968,2025-02-20,6.0,MEDIUM,3.1,0.00939,0.57246,,,,,False,Media,False,4 - Seguimiento normal,0.0563,0.0563
CVE-2025-25958,2025-02-20,5.4,MEDIUM,3.1,0.00254,0.16916,,,,,False,Media,False,4 - Seguimiento normal,0.0137,0.0137
CVE-2024-38657,2025-02-21,4.9,MEDIUM,3.1,0.01303,0.67513,,,,,False,Media,False,4 - Seguimiento normal,0.0638,0.0638
CVE-2024-12452,2025-02-21,6.4,MEDIUM,3.1,0.00284,0.20626,,,,,False,Media,False,4 - Seguimiento normal,0.0182,0.0182
CVE-2025-25505,2025-02-21,6.5,MEDIUM,3.1,0.00292,0.21366,,,,,False,Media,False,4 - Seguimiento normal,0.019,0.019
CVE-2025-1557,2025-02-22,5.3,MEDIUM,4.0,0.00287,0.20918,,,,,False,Media,False,4 - Seguimiento normal,0.0152,0.0152
CVE-2025-1592,2025-02-23,4.8,MEDIUM,4.0,0.00365,0.29141,,,,,False,Media,False,4 - Seguimiento normal,0.0175,0.0175
CVE-2025-27318,2025-02-24,4.3,MEDIUM,3.1,0.00165,0.06101,,,,,False,Media,False,4 - Seguimiento normal,0.0071,0.0071
CVE-2024-53543,2025-02-24,5.4,MEDIUM,3.1,0.00232,0.14153,,,,,False,Media,False,4 - Seguimiento normal,0.0125,0.0125
CVE-2025-26907,2025-02-25,7.5,HIGH,3.1,0.00471,0.38135,,,,,False,Alta,False,4 - Seguimiento normal,0.0353,0.0353
CVE-2025-26945,2025-02-25,6.5,MEDIUM,3.1,0.00246,0.16029,,,,,False,Media,False,4 - Seguimiento normal,0.016,0.016
CVE-2024-53879,2025-02-25,2.8,LOW,3.1,0.00191,0.09039,,,,,False,Baja,False,4 - Seguimiento normal,0.0053,0.0053
CVE-2022-49057,2025-02-26,5.5,MEDIUM,3.1,0.00218,0.12368,,,,,False,Media,False,4 - Seguimiento normal,0.012,0.012
CVE-2022-49113,2025-02-26,5.5,MEDIUM,3.1,0.00259,0.17571,,,,,False,Media,False,4 - Seguimiento normal,0.0142,0.0142
