cve,kev_fabricante,kev_producto,kev_fecha_agregada,kev_ransomware
CVE-2020-29574,Sophos,CyberoamOS,2025-02-06,Unknown
CVE-2024-21413,Microsoft,Office Outlook,2025-02-06,Unknown
CVE-2022-23748,Audinate,Dante Discovery,2025-02-06,Unknown
CVE-2025-0411,7-Zip,7-Zip,2025-02-06,Unknown
CVE-2024-53104,Linux,Kernel,2025-02-05,Unknown
CVE-2018-19410,Paessler,PRTG Network Monitor,2025-02-04,Unknown
CVE-2018-9276,Paessler,PRTG Network Monitor,2025-02-04,Unknown
CVE-2024-29059,Microsoft,.NET Framework,2025-02-04,Unknown
CVE-2024-45195,Apache,OFBiz,2025-02-04,Unknown
CVE-2025-24085,Apple,Multiple Products,2025-01-29,Unknown
CVE-2025-23006,SonicWall,SMA1000 Appliances,2025-01-24,Known
CVE-2020-11023,JQuery,JQuery,2025-01-23,Unknown
CVE-2024-50603,Aviatrix,Controllers,2025-01-16,Unknown
CVE-2025-21335,Microsoft,Windows,2025-01-14,Unknown
CVE-2025-21334,Microsoft,Windows,2025-01-14,Unknown
CVE-2025-21333,Microsoft,Windows,2025-01-14,Unknown
CVE-2024-55591,Fortinet,FortiOS and FortiProxy,2025-01-14,Known
CVE-2023-48365,Qlik,Sense,2025-01-13,Known
CVE-2024-12686,BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS),2025-01-13,Unknown
CVE-2025-0282,Ivanti,"Connect Secure, Policy Secure, and ZTA Gateways",2025-01-08,Known
CVE-2020-2883,Oracle,WebLogic Server,2025-01-07,Unknown
CVE-2024-55550,Mitel,MiCollab,2025-01-07,Known
CVE-2024-41713,Mitel,MiCollab,2025-01-07,Known
CVE-2024-3393,Palo Alto Networks,PAN-OS,2024-12-30,Unknown
CVE-2021-44207,Acclaim Systems,USAHERDS,2024-12-23,Unknown
CVE-2024-12356,BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS) ,2024-12-19,Unknown
CVE-2021-40407,Reolink,RLC-410W IP Camera,2024-12-18,Unknown
CVE-2019-11001,Reolink,Multiple IP Cameras,2024-12-18,Unknown
CVE-2022-23227,NUUO,NVRmini2 Devices,2024-12-18,Unknown
CVE-2018-14933,NUUO,NVRmini Devices,2024-12-18,Unknown
CVE-2024-55956,Cleo,Multiple Products,2024-12-17,Known
CVE-2024-35250,Microsoft,Windows,2024-12-16,Unknown
CVE-2024-20767,Adobe,ColdFusion,2024-12-16,Unknown
CVE-2024-50623,Cleo,Multiple Products,2024-12-13,Known
CVE-2024-49138,Microsoft,Windows,2024-12-10,Unknown
CVE-2024-51378,CyberPersons,CyberPanel,2024-12-04,Known
CVE-2024-11667,Zyxel,Multiple Firewalls,2024-12-03,Known
CVE-2024-11680,ProjectSend,ProjectSend,2024-12-03,Unknown
CVE-2023-45727,North Grid,Proself,2024-12-03,Unknown
CVE-2023-28461,Array Networks ,AG/vxAG ArrayOS,2024-11-25,Known
CVE-2024-21287,Oracle,Agile Product Lifecycle Management (PLM),2024-11-21,Unknown
CVE-2024-44309,Apple,Multiple Products,2024-11-21,Unknown
CVE-2024-44308,Apple,Multiple Products,2024-11-21,Unknown
CVE-2024-38813,VMware,vCenter Server,2024-11-20,Unknown
CVE-2024-38812,VMware,vCenter Server,2024-11-20,Unknown
CVE-2024-9474,Palo Alto Networks,PAN-OS,2024-11-18,Known
CVE-2024-0012,Palo Alto Networks,PAN-OS,2024-11-18,Known
CVE-2024-1212,Progress,Kemp LoadMaster,2024-11-18,Unknown
CVE-2024-9465,Palo Alto Networks,Expedition,2024-11-14,Unknown
CVE-2024-9463,Palo Alto Networks,Expedition,2024-11-14,Unknown
CVE-2021-26086,Atlassian,Jira Server and Data Center,2024-11-12,Unknown
CVE-2014-2120,Cisco,Adaptive Security Appliance (ASA),2024-11-12,Unknown
CVE-2021-41277,Metabase,Metabase,2024-11-12,Unknown
CVE-2024-43451,Microsoft,Windows,2024-11-12,Unknown
CVE-2024-49039,Microsoft,Windows,2024-11-12,Known
CVE-2019-16278,Nostromo,nhttpd,2024-11-07,Unknown
CVE-2024-51567,CyberPersons,CyberPanel,2024-11-07,Known
CVE-2024-43093,Android,Framework,2024-11-07,Unknown
CVE-2024-5910,Palo Alto Networks,Expedition,2024-11-07,Unknown
CVE-2024-8956,PTZOptics,PT30X-SDI/NDI Cameras,2024-11-04,Unknown
CVE-2024-8957,PTZOptics,PT30X-SDI/NDI Cameras,2024-11-04,Unknown
CVE-2024-37383,Roundcube,Webmail,2024-10-24,Unknown
CVE-2024-20481,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),2024-10-24,Unknown
CVE-2024-47575,Fortinet,FortiManager,2024-10-23,Unknown
CVE-2024-38094,Microsoft,SharePoint,2024-10-22,Known
CVE-2024-9537,ScienceLogic,SL1,2024-10-21,Unknown
CVE-2024-40711,Veeam,Backup & Replication,2024-10-17,Known
CVE-2024-28987,SolarWinds,Web Help Desk,2024-10-15,Unknown
CVE-2024-9680,Mozilla,Firefox,2024-10-15,Known
CVE-2024-30088,Microsoft,Windows ,2024-10-15,Known
CVE-2024-9380,Ivanti,Cloud Services Appliance (CSA),2024-10-09,Unknown
CVE-2024-9379,Ivanti,Cloud Services Appliance (CSA),2024-10-09,Unknown
CVE-2024-23113,Fortinet,Multiple Products,2024-10-09,Unknown
CVE-2024-43573,Microsoft,Windows,2024-10-08,Unknown
CVE-2024-43572,Microsoft,Windows,2024-10-08,Unknown
CVE-2024-43047,Qualcomm,Multiple Chipsets ,2024-10-08,Unknown
CVE-2024-45519,Synacor,Zimbra Collaboration Suite (ZCS),2024-10-03,Unknown
CVE-2024-29824,Ivanti,Endpoint Manager (EPM),2024-10-02,Unknown
CVE-2019-0344,SAP,Commerce Cloud,2024-09-30,Unknown
CVE-2020-15415,DrayTek,Multiple Vigor Routers,2024-09-30,Unknown
CVE-2023-25280,D-Link,DIR-820 Router,2024-09-30,Unknown
CVE-2024-7593,Ivanti,Virtual Traffic Manager,2024-09-24,Unknown
CVE-2024-8963,Ivanti,Cloud Services Appliance (CSA),2024-09-19,Unknown
CVE-2020-14644,Oracle,WebLogic Server,2024-09-18,Unknown
CVE-2022-21445,Oracle,ADF Faces,2024-09-18,Unknown
CVE-2020-0618,Microsoft,SQL Server,2024-09-18,Unknown
CVE-2024-27348,Apache,HugeGraph-Server,2024-09-18,Unknown
CVE-2014-0502,Adobe,Flash Player,2024-09-17,Unknown
CVE-2013-0648,Adobe,Flash Player,2024-09-17,Unknown
CVE-2013-0643,Adobe,Flash Player,2024-09-17,Unknown
CVE-2014-0497,Adobe,Flash Player,2024-09-17,Unknown
CVE-2024-6670,Progress,WhatsUp Gold,2024-09-16,Known
CVE-2024-43461,Microsoft,Windows,2024-09-16,Unknown
CVE-2024-8190,Ivanti,Cloud Services Appliance,2024-09-13,Unknown
CVE-2024-38217,Microsoft,Windows,2024-09-10,Unknown
CVE-2024-38014,Microsoft,Windows,2024-09-10,Unknown
CVE-2024-38226,Microsoft,Publisher,2024-09-10,Unknown
CVE-2024-40766,SonicWall,SonicOS,2024-09-09,Known
CVE-2017-1000253,Linux,Kernel,2024-09-09,Known
CVE-2016-3714,ImageMagick,ImageMagick,2024-09-09,Unknown
CVE-2024-7262,Kingsoft,WPS Office,2024-09-03,Unknown
CVE-2021-20124,DrayTek,VigorConnect,2024-09-03,Unknown
CVE-2021-20123,DrayTek,VigorConnect,2024-09-03,Unknown
CVE-2024-7965,Google,Chromium V8,2024-08-28,Unknown
CVE-2024-38856,Apache,OFBiz,2024-08-27,Unknown
CVE-2024-7971,Google,Chromium V8,2024-08-26,Unknown
CVE-2024-39717,Versa,Director,2024-08-23,Unknown
CVE-2021-31196,Microsoft,Exchange Server,2024-08-21,Unknown
CVE-2022-0185,Linux,Kernel,2024-08-21,Unknown
CVE-2021-33045,Dahua,IP Camera Firmware,2024-08-21,Unknown
CVE-2021-33044,Dahua,IP Camera Firmware,2024-08-21,Unknown
CVE-2024-23897,Jenkins,Jenkins Command Line Interface (CLI),2024-08-19,Known
CVE-2024-28986,SolarWinds,Web Help Desk,2024-08-15,Unknown
CVE-2024-38107,Microsoft,Windows,2024-08-13,Unknown
CVE-2024-38106,Microsoft,Windows,2024-08-13,Unknown
CVE-2024-38193,Microsoft,Windows,2024-08-13,Unknown
CVE-2024-38213,Microsoft,Windows,2024-08-13,Unknown
CVE-2024-38178,Microsoft,Windows,2024-08-13,Unknown
CVE-2024-38189,Microsoft,Project,2024-08-13,Unknown
CVE-2024-32113,Apache,OFBiz,2024-08-07,Unknown
CVE-2024-36971,Android,Kernel,2024-08-07,Unknown
CVE-2018-0824,Microsoft,Windows,2024-08-05,Unknown
CVE-2024-37085,VMware,ESXi,2024-07-30,Known
CVE-2023-45249,Acronis,Cyber Infrastructure (ACI),2024-07-29,Unknown
CVE-2024-5217,ServiceNow,"Utah, Vancouver, and Washington DC Now Platform",2024-07-29,Unknown
CVE-2024-4879,ServiceNow,"Utah, Vancouver, and Washington DC Now Platform",2024-07-29,Unknown
CVE-2024-39891,Twilio,Authy,2024-07-23,Unknown
CVE-2012-4792,Microsoft,Internet Explorer,2024-07-23,Unknown
CVE-2022-22948,VMware,vCenter Server,2024-07-17,Unknown
CVE-2024-28995,SolarWinds,Serv-U,2024-07-17,Unknown
CVE-2024-34102,Adobe,Commerce and Magento Open Source,2024-07-17,Unknown
CVE-2024-36401,OSGeo,GeoServer,2024-07-15,Unknown
CVE-2024-23692,Rejetto,HTTP File Server,2024-07-09,Unknown
CVE-2024-38080,Microsoft,Windows ,2024-07-09,Unknown
CVE-2024-38112,Microsoft,Windows,2024-07-09,Unknown
CVE-2024-20399,Cisco,NX-OS,2024-07-02,Unknown
CVE-2020-13965,Roundcube,Webmail,2024-06-26,Unknown
CVE-2022-2586,Linux,Kernel,2024-06-26,Unknown
CVE-2022-24816,OSGeo,JAI-EXT,2024-06-26,Unknown
CVE-2024-4358,Progress,Telerik Report Server,2024-06-13,Unknown
CVE-2024-26169,Microsoft,Windows,2024-06-13,Known
CVE-2024-32896,Android,Pixel,2024-06-13,Unknown
CVE-2024-4577,PHP Group,PHP,2024-06-12,Known
CVE-2024-4610,Arm,Mali GPU Kernel Driver,2024-06-12,Unknown
CVE-2017-3506,Oracle,WebLogic Server,2024-06-03,Unknown
CVE-2024-1086,Linux,Kernel,2024-05-30,Known
CVE-2024-24919,Check Point,Quantum Security Gateways,2024-05-30,Known
CVE-2024-4978,Justice AV Solutions,Viewer ,2024-05-29,Unknown
CVE-2024-5274,Google,Chromium V8,2024-05-28,Unknown
CVE-2020-17519,Apache,Flink,2024-05-23,Unknown
CVE-2024-4947,Google,Chromium V8,2024-05-20,Unknown
CVE-2023-43208,NextGen Healthcare,Mirth Connect,2024-05-20,Known
CVE-2024-4761,Google,Chromium V8,2024-05-16,Unknown
CVE-2021-40655,D-Link,DIR-605 Router,2024-05-16,Unknown
CVE-2014-100005,D-Link,DIR-600 Router,2024-05-16,Unknown
CVE-2024-30040,Microsoft,Windows,2024-05-14,Unknown
CVE-2024-30051,Microsoft,DWM Core Library,2024-05-14,Known
CVE-2024-4671,Google,Chromium,2024-05-13,Unknown
CVE-2023-7028,GitLab,GitLab CE/EE,2024-05-01,Unknown
CVE-2024-29988,Microsoft,SmartScreen Prompt,2024-04-30,Unknown
CVE-2024-4040,CrushFTP,CrushFTP,2024-04-24,Unknown
CVE-2024-20359,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),2024-04-24,Unknown
CVE-2024-20353,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),2024-04-24,Unknown
CVE-2022-38028,Microsoft,Windows,2024-04-23,Unknown
CVE-2024-3400,Palo Alto Networks,PAN-OS,2024-04-12,Known
CVE-2024-3273,D-Link,Multiple NAS Devices,2024-04-11,Unknown
CVE-2024-3272,D-Link,Multiple NAS Devices,2024-04-11,Unknown
CVE-2024-29748,Android,Pixel,2024-04-04,Unknown
CVE-2024-29745,Android,Pixel,2024-04-04,Unknown
CVE-2023-24955,Microsoft,SharePoint Server,2024-03-26,Known
CVE-2019-7256,Nice,Linear eMerge E3-Series,2024-03-25,Unknown
CVE-2021-44529,Ivanti,Endpoint Manager Cloud Service Appliance (EPM CSA),2024-03-25,Known
CVE-2023-48788,Fortinet,FortiClient EMS,2024-03-25,Known
CVE-2024-27198,JetBrains,TeamCity,2024-03-07,Known
CVE-2024-23225,Apple,Multiple Products,2024-03-06,Unknown
CVE-2024-23296,Apple,Multiple Products,2024-03-06,Unknown
CVE-2023-21237,Android,Pixel,2024-03-05,Unknown
CVE-2021-36380,Sunhillo,SureLine,2024-03-05,Unknown
CVE-2024-21338,Microsoft,Windows,2024-03-04,Known
CVE-2023-29360,Microsoft,Streaming Service,2024-02-29,Unknown
CVE-2024-1709,ConnectWise,ScreenConnect,2024-02-22,Known
CVE-2020-3259,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),2024-02-15,Known
CVE-2024-21410,Microsoft,Exchange Server,2024-02-15,Unknown
CVE-2024-21412,Microsoft,Windows,2024-02-13,Known
CVE-2024-21351,Microsoft,Windows,2024-02-13,Unknown
CVE-2023-43770,Roundcube,Webmail,2024-02-12,Unknown
CVE-2024-21762,Fortinet,FortiOS,2024-02-09,Known
CVE-2023-4762,Google,Chromium V8,2024-02-06,Unknown
CVE-2022-48618,Apple,Multiple Products,2024-01-31,Unknown
CVE-2024-21893,Ivanti,"Connect Secure, Policy Secure, and Neurons",2024-01-31,Known
CVE-2023-22527,Atlassian,Confluence Data Center and Server,2024-01-24,Known
CVE-2024-23222,Apple,Multiple Products,2024-01-23,Unknown
CVE-2023-34048,VMware,vCenter Server,2024-01-22,Unknown
CVE-2023-35082,Ivanti,Endpoint Manager Mobile (EPMM) and MobileIron Core,2024-01-18,Known
CVE-2024-0519,Google,Chromium V8,2024-01-17,Unknown
CVE-2023-6549,Citrix,NetScaler ADC and NetScaler Gateway,2024-01-17,Unknown
CVE-2023-6548,Citrix,NetScaler ADC and NetScaler Gateway,2024-01-17,Unknown
CVE-2018-15133,Laravel,Laravel Framework,2024-01-16,Unknown
CVE-2023-29357,Microsoft,SharePoint Server,2024-01-10,Known
CVE-2023-46805,Ivanti,Connect Secure and Policy Secure,2024-01-10,Known
CVE-2024-21887,Ivanti,Connect Secure and Policy Secure,2024-01-10,Known
CVE-2023-23752,Joomla!,Joomla!,2024-01-08,Unknown
CVE-2016-20017,D-Link,DSL-2750B Devices,2024-01-08,Unknown
CVE-2023-41990,Apple,Multiple Products,2024-01-08,Unknown
CVE-2023-27524,Apache,Superset,2024-01-08,Unknown
CVE-2023-29300,Adobe,ColdFusion,2024-01-08,Known
CVE-2023-38203,Adobe,ColdFusion,2024-01-08,Known
CVE-2023-7101,Spreadsheet::ParseExcel,Spreadsheet::ParseExcel,2024-01-02,Unknown
CVE-2023-7024,Google,Chromium WebRTC,2024-01-02,Unknown
CVE-2023-49897,FXC,"AE1021, AE1021PE",2023-12-21,Unknown
CVE-2023-47565,QNAP,VioStor NVR,2023-12-21,Unknown
CVE-2023-6448,Unitronics,Vision PLC and HMI,2023-12-11,Unknown
CVE-2023-41266,Qlik,Sense,2023-12-07,Known
CVE-2023-41265,Qlik,Sense,2023-12-07,Known
CVE-2023-33107,Qualcomm,Multiple Chipsets,2023-12-05,Unknown
CVE-2023-33106,Qualcomm,Multiple Chipsets,2023-12-05,Unknown
CVE-2023-33063,Qualcomm,Multiple Chipsets,2023-12-05,Unknown
CVE-2022-22071,Qualcomm,Multiple Chipsets,2023-12-05,Unknown
CVE-2023-42917,Apple,Multiple Products,2023-12-04,Unknown
CVE-2023-42916,Apple,Multiple Products,2023-12-04,Unknown
CVE-2023-6345,Google,Chromium Skia,2023-11-30,Unknown
CVE-2023-49103,ownCloud,ownCloud graphapi,2023-11-30,Unknown
CVE-2023-4911,GNU,GNU C Library,2023-11-21,Unknown
CVE-2023-36584,Microsoft,Windows,2023-11-16,Unknown
CVE-2023-1671,Sophos,Web Appliance,2023-11-16,Unknown
CVE-2020-2551,Oracle,Fusion Middleware,2023-11-16,Unknown
CVE-2023-36033,Microsoft,Windows,2023-11-14,Unknown
CVE-2023-36025,Microsoft,Windows,2023-11-14,Unknown
CVE-2023-36036,Microsoft,Windows,2023-11-14,Unknown
CVE-2023-47246,SysAid,SysAid Server,2023-11-13,Known
CVE-2023-36844,Juniper,Junos OS,2023-11-13,Unknown
CVE-2023-36845,Juniper,Junos OS,2023-11-13,Unknown
CVE-2023-36846,Juniper,Junos OS,2023-11-13,Unknown
CVE-2023-36847,Juniper,Junos OS,2023-11-13,Unknown
CVE-2023-36851,Juniper,Junos OS,2023-11-13,Unknown
CVE-2023-29552,IETF,Service Location Protocol (SLP),2023-11-08,Unknown
CVE-2023-22518,Atlassian,Confluence Data Center and Server,2023-11-07,Known
CVE-2023-46604,Apache,ActiveMQ,2023-11-02,Known
CVE-2023-46748,F5,BIG-IP Configuration Utility,2023-10-31,Unknown
CVE-2023-46747,F5,BIG-IP Configuration Utility,2023-10-31,Known
CVE-2023-5631,Roundcube,Webmail,2023-10-26,Unknown
CVE-2023-20273,Cisco,Cisco IOS XE Web UI,2023-10-23,Unknown
CVE-2023-4966,Citrix,NetScaler ADC and NetScaler Gateway,2023-10-18,Known
CVE-2023-20198,Cisco,IOS XE Web UI,2023-10-16,Unknown
CVE-2023-21608,Adobe,Acrobat and Reader,2023-10-10,Unknown
CVE-2023-20109,Cisco,IOS and IOS XE,2023-10-10,Unknown
CVE-2023-41763,Microsoft,Skype for Business,2023-10-10,Unknown
CVE-2023-36563,Microsoft,WordPad,2023-10-10,Unknown
CVE-2023-44487,IETF,HTTP/2,2023-10-10,Unknown
CVE-2023-22515,Atlassian,Confluence Data Center and Server,2023-10-05,Known
CVE-2023-40044,Progress,WS_FTP Server,2023-10-05,Known
CVE-2023-42824,Apple,iOS and iPadOS,2023-10-05,Unknown
CVE-2023-42793,JetBrains,TeamCity,2023-10-04,Known
CVE-2023-28229,Microsoft,Windows CNG Key Isolation Service,2023-10-04,Unknown
CVE-2023-4211,Arm,Mali GPU Kernel Driver,2023-10-03,Unknown
CVE-2023-5217,Google,Chromium libvpx,2023-10-02,Unknown
CVE-2018-14667,Red Hat,JBoss RichFaces Framework,2023-09-28,Unknown
CVE-2023-41991,Apple,Multiple Products,2023-09-25,Unknown
CVE-2023-41992,Apple,Multiple Products,2023-09-25,Unknown
CVE-2023-41993,Apple,Multiple Products,2023-09-25,Unknown
CVE-2023-41179,Trend Micro,Apex One and Worry-Free Business Security,2023-09-21,Unknown
CVE-2023-28434,MinIO,MinIO,2023-09-19,Unknown
CVE-2022-22265,Samsung,Mobile Devices,2023-09-18,Unknown
CVE-2014-8361,Realtek,SDK,2023-09-18,Unknown
CVE-2017-6884,Zyxel,EMG2926 Routers,2023-09-18,Known
CVE-2021-3129,Laravel,Ignition,2023-09-18,Known
CVE-2023-26369,Adobe,Acrobat and Reader,2023-09-14,Unknown
CVE-2023-35674,Android,Framework,2023-09-13,Unknown
CVE-2023-20269,Cisco,Adaptive Security Appliance and Firepower Threat Defense,2023-09-13,Known
CVE-2023-4863,Google,Chromium WebP,2023-09-13,Unknown
CVE-2023-36761,Microsoft,Word,2023-09-12,Unknown
CVE-2023-36802,Microsoft,Streaming Service Proxy,2023-09-12,Unknown
CVE-2023-41064,Apple,"iOS, iPadOS, and macOS",2023-09-11,Unknown
CVE-2023-41061,Apple,"iOS, iPadOS, and watchOS",2023-09-11,Unknown
CVE-2023-33246,Apache,RocketMQ,2023-09-06,Unknown
CVE-2023-38831,RARLAB,WinRAR,2023-08-24,Known
CVE-2023-32315,Ignite Realtime,Openfire,2023-08-24,Unknown
CVE-2023-38035,Ivanti,Sentry,2023-08-22,Known
CVE-2023-27532,Veeam,Backup & Replication,2023-08-22,Known
CVE-2023-26359,Adobe,ColdFusion,2023-08-21,Unknown
CVE-2023-24489,Citrix,Content Collaboration,2023-08-16,Unknown
CVE-2023-38180,Microsoft,.NET Core and Visual Studio,2023-08-09,Unknown
CVE-2017-18368,Zyxel,P660HN-T1A Routers,2023-08-07,Unknown
CVE-2023-35081,Ivanti,Endpoint Manager Mobile (EPMM),2023-07-31,Unknown
CVE-2023-37580,Synacor,Zimbra Collaboration Suite (ZCS),2023-07-27,Unknown
CVE-2023-38606,Apple,Multiple Products,2023-07-26,Unknown
CVE-2023-35078,Ivanti,Endpoint Manager Mobile (EPMM),2023-07-25,Known
CVE-2023-29298,Adobe,ColdFusion,2023-07-20,Unknown
CVE-2023-38205,Adobe,ColdFusion,2023-07-20,Unknown
CVE-2023-3519,Citrix,NetScaler ADC and NetScaler Gateway,2023-07-19,Known
CVE-2023-36884,Microsoft,Windows,2023-07-17,Known
CVE-2022-29303,SolarView,Compact,2023-07-13,Unknown
CVE-2023-37450,Apple,Multiple Products,2023-07-13,Unknown
CVE-2023-32046,Microsoft,Windows,2023-07-11,Unknown
CVE-2023-32049,Microsoft,Windows,2023-07-11,Unknown
CVE-2023-35311,Microsoft,Outlook,2023-07-11,Unknown
CVE-2023-36874,Microsoft,Windows,2023-07-11,Unknown
CVE-2022-31199,Netwrix,Auditor,2023-07-11,Known
CVE-2021-29256,Arm,Mali Graphics Processing Unit (GPU),2023-07-07,Unknown
CVE-2019-17621,D-Link,DIR-859 Router,2023-06-29,Unknown
CVE-2019-20500,D-Link,DWL-2600AP Access Point,2023-06-29,Unknown
CVE-2021-25487,Samsung,Mobile Devices,2023-06-29,Unknown
CVE-2021-25489,Samsung,Mobile Devices,2023-06-29,Unknown
CVE-2021-25394,Samsung,Mobile Devices,2023-06-29,Unknown
CVE-2021-25395,Samsung,Mobile Devices,2023-06-29,Unknown
CVE-2021-25371,Samsung,Mobile Devices,2023-06-29,Unknown
CVE-2021-25372,Samsung,Mobile Devices,2023-06-29,Unknown
CVE-2023-32434,Apple,Multiple Products,2023-06-23,Unknown
CVE-2023-32435,Apple,Multiple Products,2023-06-23,Unknown
CVE-2023-32439,Apple,Multiple Products,2023-06-23,Unknown
CVE-2023-20867,VMware,Tools,2023-06-23,Unknown
CVE-2023-27992,Zyxel,Multiple Network-Attached Storage (NAS) Devices,2023-06-23,Unknown
CVE-2023-20887,VMware,Aria Operations for Networks,2023-06-22,Unknown
CVE-2020-35730,Roundcube,Roundcube Webmail,2023-06-22,Unknown
CVE-2020-12641,Roundcube,Roundcube Webmail,2023-06-22,Unknown
CVE-2021-44026,Roundcube,Roundcube Webmail,2023-06-22,Unknown
CVE-2016-9079,Mozilla,"Firefox, Firefox ESR, and Thunderbird",2023-06-22,Unknown
CVE-2016-0165,Microsoft,Win32k,2023-06-22,Unknown
CVE-2023-27997,Fortinet,FortiOS and FortiProxy SSL-VPN,2023-06-13,Known
CVE-2023-3079,Google,Chromium V8,2023-06-07,Unknown
CVE-2023-33009,Zyxel,Multiple Firewalls,2023-06-05,Unknown
CVE-2023-33010,Zyxel,Multiple Firewalls,2023-06-05,Unknown
CVE-2023-34362,Progress,MOVEit Transfer,2023-06-02,Known
CVE-2023-28771,Zyxel,Multiple Firewalls,2023-05-31,Unknown
CVE-2023-2868,Barracuda Networks,Email Security Gateway (ESG) Appliance,2023-05-26,Unknown
CVE-2023-32409,Apple,Multiple Products,2023-05-22,Unknown
CVE-2023-28204,Apple,Multiple Products,2023-05-22,Unknown
CVE-2023-32373,Apple,Multiple Products,2023-05-22,Unknown
CVE-2004-1464,Cisco,IOS,2023-05-19,Unknown
CVE-2016-6415,Cisco,"IOS, IOS XR, and IOS XE",2023-05-19,Unknown
CVE-2023-21492,Samsung,Mobile Devices,2023-05-19,Unknown
CVE-2023-25717,Ruckus Wireless,Multiple Products,2023-05-12,Unknown
CVE-2021-3560,Red Hat,Polkit,2023-05-12,Unknown
CVE-2014-0196,Linux,Kernel,2023-05-12,Unknown
CVE-2010-3904,Linux,Kernel,2023-05-12,Unknown
CVE-2015-5317,Jenkins,Jenkins User Interface (UI),2023-05-12,Unknown
CVE-2016-3427,Oracle,Java SE and JRockit,2023-05-12,Unknown
CVE-2016-8735,Apache,Tomcat,2023-05-12,Unknown
CVE-2023-29336,Microsoft,Win32k,2023-05-09,Unknown
CVE-2023-1389,TP-Link,Archer AX21,2023-05-01,Unknown
CVE-2021-45046,Apache,Log4j2,2023-05-01,Known
CVE-2023-21839,Oracle,WebLogic Server,2023-05-01,Unknown
CVE-2023-28432,MinIO,MinIO,2023-04-21,Unknown
CVE-2023-27350,PaperCut,MF/NG,2023-04-21,Known
CVE-2023-2136,Google,Chromium Skia,2023-04-21,Unknown
CVE-2017-6742,Cisco,IOS and IOS XE Software,2023-04-19,Unknown
CVE-2019-8526,Apple,macOS,2023-04-17,Unknown
CVE-2023-2033,Google,Chromium V8,2023-04-17,Unknown
CVE-2023-20963,Android,Framework,2023-04-13,Unknown
CVE-2023-29492,Novi Survey,Novi Survey,2023-04-13,Unknown
CVE-2023-28252,Microsoft,Windows,2023-04-11,Known
CVE-2023-28205,Apple,Multiple Products,2023-04-10,Unknown
CVE-2023-28206,Apple,"iOS, iPadOS, and macOS",2023-04-10,Unknown
CVE-2021-27876,Veritas,Backup Exec Agent,2023-04-07,Known
CVE-2021-27877,Veritas,Backup Exec Agent,2023-04-07,Known
CVE-2021-27878,Veritas,Backup Exec Agent,2023-04-07,Known
CVE-2019-1388,Microsoft,Windows,2023-04-07,Known
CVE-2023-26083,Arm,Mali Graphics Processing Unit (GPU),2023-04-07,Unknown
CVE-2022-27926,Synacor,Zimbra Collaboration Suite (ZCS),2023-04-03,Unknown
CVE-2013-3163,Microsoft,Internet Explorer,2023-03-30,Unknown
CVE-2017-7494,Samba,Samba,2023-03-30,Known
CVE-2022-42948,Fortra,Cobalt Strike,2023-03-30,Unknown
CVE-2022-39197,Fortra,Cobalt Strike,2023-03-30,Unknown
CVE-2021-30900,Apple,"iOS, iPadOS, and macOS",2023-03-30,Unknown
CVE-2022-38181,Arm,Mali Graphics Processing Unit (GPU),2023-03-30,Unknown
CVE-2023-0266,Linux,Kernel,2023-03-30,Unknown
CVE-2022-3038,Google,Chromium Network Service,2023-03-30,Unknown
CVE-2022-22706,Arm,Mali Graphics Processing Unit (GPU),2023-03-30,Unknown
CVE-2023-26360,Adobe,ColdFusion,2023-03-15,Unknown
CVE-2023-23397,Microsoft,Office,2023-03-14,Unknown
CVE-2023-24880,Microsoft,Windows,2023-03-14,Known
CVE-2022-41328,Fortinet,FortiOS,2023-03-14,Unknown
CVE-2021-39144,XStream,XStream,2023-03-10,Unknown
CVE-2020-5741,Plex,Media Server,2023-03-10,Unknown
CVE-2022-28810,Zoho,ManageEngine,2023-03-07,Unknown
CVE-2022-33891,Apache,Spark,2023-03-07,Unknown
CVE-2022-35914,Teclib,GLPI,2023-03-07,Unknown
CVE-2022-36537,ZK Framework,AuUploader,2023-02-27,Known
CVE-2022-47986,IBM,Aspera Faspex,2023-02-21,Known
CVE-2022-41223,Mitel,MiVoice Connect,2023-02-21,Known
CVE-2022-40765,Mitel,MiVoice Connect,2023-02-21,Known
CVE-2022-46169,Cacti,Cacti,2023-02-16,Unknown
CVE-2023-21715,Microsoft,Office,2023-02-14,Unknown
CVE-2023-23376,Microsoft,Windows,2023-02-14,Known
CVE-2023-23529,Apple,Multiple Products,2023-02-14,Unknown
CVE-2023-21823,Microsoft,Windows,2023-02-14,Unknown
CVE-2015-2291,Intel,Ethernet Diagnostics Driver for Windows,2023-02-10,Known
CVE-2022-24990,TerraMaster,TerraMaster OS,2023-02-10,Known
CVE-2023-0669,Fortra,GoAnywhere MFT,2023-02-10,Known
CVE-2022-21587,Oracle,E-Business Suite,2023-02-02,Known
CVE-2023-22952,SugarCRM,Multiple Products,2023-02-02,Unknown
